t,temp
2004-06-19,30.46284298
2004-06-20,30.81271074
2004-06-21,30.30820661
2004-06-22,30.4591405
2004-06-23,30.31772727
2004-06-24,30.07616529
2004-06-25,29.81373554
2004-06-26,29.67290083
2004-06-27,29.56040496
2004-06-28,29.42595868
2004-06-29,29.0191405
2004-06-30,28.96238843
2004-07-01,29.40044628
2004-07-02,29.94227273
2004-07-03,29.95082645
2004-07-04,30.10294215
2004-07-05,30.82180165
2004-07-06,30.73822314
2004-07-07,30.93692562
2004-07-08,31.11715702
2004-07-09,30.94193388
2004-07-10,30.5811405
2004-07-11,30.17072727
2004-07-12,30.49346281
2004-07-13,30.69055372
2004-07-14,30.6721157
2004-07-15,30.99719835
2004-07-16,31.03864463
2004-07-17,30.88793388
2004-07-18,30.48559504
2004-07-19,30.22291736
2004-07-20,30.2116281
2004-07-21,30.71095041
2004-07-22,30.99289256
2004-07-23,31.25646281
2004-07-24,31.09454545
2004-07-25,31.07773554
2004-07-26,30.87957025
2004-07-27,30.64708264
2004-07-28,30.51465289
2004-07-29,30.02066116
2004-07-30,29.69660331
2004-07-31,29.60782645
2004-08-01,29.5821157
2004-08-02,29.57687603
2004-08-03,29.43499174
2004-08-04,29.47691736
2004-08-05,29.28873554
2004-08-06,29.73238017
2004-08-07,29.92650413
2004-08-08,30.17572727
2004-08-09,30.24290083
2004-08-10,30.29202479
2004-08-11,30.11093388
2004-08-12,30.14664463
2004-08-13,29.5762314
2004-08-14,29.47128926
2004-08-15,29.36636364
2004-08-16,29.62271901
2004-08-17,29.89903306
2004-08-18,30.47575207
2004-08-19,30.3677438
2004-08-20,30.66578512
2004-08-21,30.61035537
2004-08-22,30.47426446
2004-08-23,30.15966116
2004-08-24,30.50347107
2004-08-25,30.59718182
2004-08-26,30.35706612
2004-08-27,30.22413223
2004-08-28,30.51773554
2004-08-29,30.93056198
2004-08-30,31.25015702
2004-08-31,31.28046281
2004-09-01,30.99304132
2004-09-02,29.88830579
2004-09-03,30.39249587
2004-09-04,30.49007438
2004-09-05,30.02139669
2004-09-06,29.67335537
2004-09-07,29.72579339
2004-09-08,29.4921405
2004-09-09,29.03742149
2004-09-10,29.10252066
2004-09-11,29.0817686
2004-09-12,29.05585124
2004-09-13,29.03133884
2004-09-14,29.28700826
2004-09-15,29.03632231
2004-09-16,28.93233058
2004-09-17,28.97038843
